"key","br"
"X_LEFT_TITLE_1","Chifres:"
"X_LEFT_DESC_1","Sistema de roubar DNA para o XiiX Buster."
"X_LEFT_TITLE_2","Braços"
"X_LEFT_DESC_2","Berro - MK2112114, dispara energia solar recarregável."
"X_LEFT_TITLE_3","Peitcholas"
"X_LEFT_DESC_3","Liga de Titânio X, altamente resistente a danos."
"X_LEFT_TITLE_4","Saltos:"
"X_LEFT_DESC_4","Sistema de Dash Aéreo para movimentação aérea."
"X_RIGHT_DESC","Mega Man da Saga Classica do Futuro. É a versão melhorada de Rock, confia no pai.\n\nHesita em lutar e por isso não para de sofrer e é muito reclamão, Estado Emo ativado o jogo inteiro.\n\n\nUma boa escolha para noobs kkkk."
"ZERO_LEFT_TITLE_1","Chifres:"
"ZERO_LEFT_DESC_1","Aprende novas técnicas lutando."
"ZERO_LEFT_TITLE_2","Hu Ha Hu!:"
"ZERO_LEFT_DESC_2","Slash Dash Cancel nas veias porque ninguem aceita que é um glitch e não parte da gameplay"
"ZERO_LEFT_TITLE_3","Mamilos Verdes:"
"ZERO_LEFT_DESC_3","Melhora a mobilidade e aumenta a energia para movimentos poderosos."
"ZERO_LEFT_TITLE_4","Saltos Duplo:"
"ZERO_LEFT_DESC_4","Acrobacias de profissional."
"ZERO_RIGHT_DESC","Matou todo mundo da saga Classica, confia.\n\nLoirão de cachos bananudos famoso por atrair mulheres bonitas e depois matá-las... mas que relacionamento de um homem macho.\n\nUma boa escolha pra quem joga de Marth no Smash Bros."
"AXL_LEFT_TITLE_1","Chip de Mímico:"
"AXL_LEFT_DESC_1","Permite que Axl copie habilidades de seus inimigos."
"AXL_LEFT_TITLE_2","Edson:"
"AXL_LEFT_DESC_2","Pega a metralhadora Ratatatatatatatatatata."
"AXL_LEFT_TITLE_3","Peicholas:"
"AXL_LEFT_DESC_3","Aumenta a mobilidade e permite a habilidade de rolada (Ui)."
"AXL_LEFT_TITLE_4","Foot Parts Glide Armor:"
"AXL_LEFT_DESC_4","Permite pairar no ar por um período de tempo. (Segure o botão de Tiro + Pulo ao mesmo tempo e poderá pairar enquanto está atirando)"
"AXL_RIGHT_DESC","Também conhecido como X Menos.\n\nÉ um moleque Protótipo experimental dos Guns N' Roses, que só sabe meter bala em geral.\n\nUma boa escolha para os Dark Souls da vida."
"GAME_START_X","USAR O CHORÃO"
"GAME_START_AXL","USAR O BASS"
"GAME_START_ZERO","USAR O HU HA HU!"
"SUBTANK_NAME","Antarctica"
"SUBTANK_DISC","Desliga, tá chapado demais hoje"
"HEARTS_NAME","Cogumelo"
"HEARTS_DISC","Desliga, deixa o jogo mais facil ;)"
"BLACKZEROHEAD_NAME","Cabeça preta"
"BLACKZEROHEAD_DISC","Ataques curam danos sofridos"
"BLACKZEROBODY_NAME","Mamilos não Pretos"
"BLACKZEROBODY_DISC","Não é empurrado ao tomar dano, reduz dano em 15%"
"BLACKZEROARM_NAME","Braços Pretos"
"BLACKZEROARM_DISC","Causa 20% mais dano, melhora habilidades"
"BLACKZEROLEG_NAME","Pernas de Negão"
"BLACKZEROLEG_DISC","Aumento de Velocidade, salto extra no ar"
"AXLWHITEHEAD_NAME","Capalete"
"AXLWHITEHEAD_DISC","As balas curam os danos sofridos"
"AXLWHITEBODY_NAME","Cocete"
"AXLWHITEBODY_DISC","Não é empurrado ao tomar dano, reduz dano em 30%"
"AXLWHITEARM_NAME","Braços"
"AXLWHITEARM_DISC","Custo de munição reduzido em 50%"
"AXLWHITELEG_NAME","Lady Legasus"
"AXLWHITELEG_DISC","Pairada infinita, + Velocidade, Dash do X3"
"ULTIMATE_SET_NAME","Nova Strike"
"ULTIMATE_SET_DISC","Já sabe o que fazer..."
"ICARUS_SET_NAME","Nova Strike....?"
"ICARUS_SET_DISC","Full Power! Here we go!"
"HERMES_SET_NAME","X DiVE"
"HERMES_SET_DISC","Pureiya-San! :3"
"CANCEL_ACT","volta carai!"
"BETAZERO_NAME","TU... É UM ALPHA!"
"BETAZERO_DISC","Jogue como Zero Alpha (o jogo pode travar)"
"CUSTOMZERO_NAME","Zero Maker"
"CUSTOMZERO_DISC","Personalize as cores na sua pasta de salvamento, mais poderoso que o negão"
"ZEROHEAD_NAME","Chifrinhos"
"ZEROHEAD_DESC","Lightnig Loops"
"ZEROARMS_NAME","Luvas do Mickey"
"ZEROARMS_DISC","YOH! HAH! HOO!"
"ZEROLEGS_NAME","Grossão"
"ZEROLEGS_DISC","Faça pulos Fabulous"
"AXLHEAD_NAME","Blast Man"
"AXLHEAD_DISC","Sai do feiki carai"
"AXLBODY_NAME","Camisa"
"AXLBODY_DISC","Keep rollin', rollin',rollin',rollin'..."
"AXLARMS_NAME","Shadow o Ouriço"
"AXLARMS_DISC","For his Neutral special, he wields a gun"
"AXLLEGS_NAME","Glide Armor"
"AXLLEGS_DISC","Mesma coisa da Glide Armor do X7"
"JOKE_MODE_OPTION","Modo Zoeira"
