"key","es"
"HERMES_SET_DISC","Invencible por un periodo corto de tiempo"
"CANCEL_ACT","Cancelar"
"BETAZERO_NAME","Zero (Beta)"
"BETAZERO_DISC","Jugar como Zero beta (el juego puede fallar)"
"CUSTOMZERO_NAME","Zero personalizado"
"CUSTOMZERO_DISC","Personaliza los colores en tu carpeta de guardados, más poderoso que zero negro"
"ZEROHEAD_NAME","Cabeza"
"ZEROHEAD_DESC","Aprende nuevas técnicas"
"ZEROARMS_NAME","Brazo"
"ZEROARMS_DISC","Sable Z y otras armas"
"ZEROLEGS_NAME","Botas"
"ZEROLEGS_DISC","Doble salto y Dash aereo"
"AXLHEAD_NAME","Cabeza"
"AXLHEAD_DISC","Puede convertirse en otros Reploids."
"AXLBODY_NAME","Peto"
"AXLBODY_DISC","Permite realizar una voltereta táctica"
"AXLARMS_NAME","Brazo"
"AXLARMS_DISC","Una pistola que dispara balas de energía"
"AXLLEGS_NAME","Botas"
"AXLLEGS_DISC","Permite flotar y usar Air Dash"
"JOKE_MODE_OPTION","Modo Broma"
"SAVE_GAME","Guardar Juego"
"SAVE_OPTION","Guardar"
"CONTINUE_OPTION","Continuar"
"SAVE_RETURN_MENU","Volver al Menú"
"SAVE_RETURN_CONFIRM","¿Volver al Menú?"
"SAVE_EMPTY","Vacío"
"SAVE_DIFFICULTY","Dificultad"
"SAVE_OVERWRITE_CONFIRM","¿Sobrescribir?"
