"key","hi"
"FINALLUMINE1_ZERO","तुम Lumine हो! Jakob Project के निदेशक। क्या तुम ठीक हो?"
"FINALLUMINE2_ZERO","क्या मैं ठीक हूँ...? बिल्कुल।"
"FINALLUMINE3_ZERO","अब जब तुमने Sigma को हरा दिया, मुझे लगता है तुम संतुष्ट हो।"
"FINALLUMINE4_ZERO","तुम्हारी बदौलत, योजना सुचारू रूप से चली।"
"FINALLUMINE5_ZERO","योजना? इसका क्या मतलब है? क्या तुम Sigma की बुरी योजनाओं में इस्तेमाल नहीं हुए?"
"FINALLUMINE6_ZERO","इस्तेमाल? मुझे नहीं लगता।"
"FINALLUMINE7_ZERO","देखो, उसने तो बस मेरी योजना में मदद की।"
"FINALLUMINE8_ZERO","New Generation Reploid जाग गए हैं, और नई दुनिया करीब है!"
"FINALLUMINE9_ZERO","Lumine? तुम क्या कह रहे हो? क्या तुम भी Maverick बन गए?"
"FINALLUMINE10_ZERO","Maverick? तुम सच में ऐसा नहीं सोचते, है ना?"
"FINALLUMINE11_ZERO","इसीलिए तुम मुझे खत्म नहीं कर सकते, है ना? तुममें यह साहस नहीं है... तुम वह नहीं हो जो होना चाहिए, मैं सही हूँ ना?"
"FINALLUMINE12_ZERO","हूँ?"
"FINALLUMINE13_ZERO","तुम जैसे पुराने मॉडल को चिंता करनी पड़ती है कि उनके कार्य वाकई उनके अपने हैं या नहीं।"
"FINALLUMINE14_ZERO","कौन जानता है इस पल तुम्हें कौन प्रभावित कर रहा होगा? शायद कोई भूत?"
"FINALLUMINE15_ZERO","हालाँकि, हम New Generation Reploid सैकड़ों पुराने मॉडल Reploid के डेटा से बनाए गए थे।"
"FINALLUMINE16_ZERO","यही हमें सभी वायरस से पूर्ण प्रतिरक्षा देता है। हम अपनी मर्ज़ी से काम कर सकते हैं, क्योंकि यह हमारी स्वतंत्र इच्छा की गारंटी देता है!"
"FINALLUMINE17_ZERO","इसका मतलब है कि Sigma भी उसमें शामिल था। क्या तुम समझ रहे हो मैं क्या कह रहा हूँ?"
"FINALLUMINE18_ZERO","कोई भी Reploid Sigma जैसा पागल होने का चुनाव नहीं करेगा!"
"FINALLUMINE19_ZERO","हाँ, उसने तुम्हारी दुनिया के खिलाफ़ विद्रोह किया। शायद किसी वायरस के कारण।"
"FINALLUMINE20_ZERO","शायद Sigma सही था। तुम इसके मूल हो, Zero।"
"FINALLUMINE21_ZERO","तुम्हारी वजह से हम New Generation Reploid वह बन पाए जो हम अब हैं।"
"FINALLUMINE22_ZERO","तुम्हें हमें धन्यवाद देना चाहिए कि हमने सबको बताया कि यह दुनिया कितनी सड़ी हुई है।"
"FINALLUMINE23_ZERO","इंसान Reploid का इस्तेमाल करके अपने शापित आक्रामकता के चक्र को बनाए रखते हैं..."
"FINALLUMINE24_ZERO","इसीलिए पुरानी दुनिया के खिलाफ़ लड़ाई का हमारा फैसला सचेत रूप से लिया गया था।"
"FINALLUMINE25_ZERO","दूसरे शब्दों में, हमारे पास अपनी मर्ज़ी से Maverick बनने की शक्ति है!"
"FINALLUMINE26_ZERO","......"
"FINALLUMINE27_ZERO","Zero... क्या तुममें सच में हमें रोकने की ताकत है?"
"FINALLUMINE28_ZERO","तुम बस इंसानों का एक औज़ार हो। पुरानी दुनिया का एक औज़ार और कुछ नहीं..."
"FINALLUMINE29_ZERO","तुम सोचते हो कि अपनी Saber लेकर हम जैसे विकसित प्राणियों के सामने खड़े हो सकते हो?"
"FINALLUMINE30_ZERO","हा हा हा हा हा हा हा हा हा हा! तुम्हें पता भी नहीं कि तुम किसके लिए लड़ रहे हो!"
"FINALLUMINE31_ZERO","""नायक"" बनने का नाटक जिसे पता नहीं कि उसकी दुनिया का अंत पहले ही शुरू हो चुका है!"
"FINALLUMINE32_ZERO","तुम सोचते हो कि तुम्हारे कार्य सच में तुम्हारे तथाकथित ""न्याय"" के लिए हैं? असली न्याय हम हैं!"
"FINALLUMINE33_ZERO","दुनिया बदल रही है। इसलिए, यह स्वाभाविक है कि विकास अपना रास्ता अपनाए!"
"FINALLUMINE34_ZERO","अब, कतार में लग जाओ, विनाश के लिए, ताकि मैं तुम्हारा दुख हमेशा के लिए खत्म कर दूँ!"
"FINALLUMINE35_ZERO","न्याय? नायक? और किसने कहा कि मैं इन उद्देश्यों के लिए लड़ा?"
"FINALLUMINE36_ZERO","मैंने केवल वही लड़ा जो मुझे सही लगा और उनके लिए जो विश्वास करते हैं कि आशा मौजूद है।"
"FINALLUMINE37_ZERO","दुश्मन तुम हो... और मैं तुम्हें काटने में हिचकिचाऊँगा नहीं!"
"FINALLUMINE38_ZERO","दुश्मन, सहयोगी... यह मामला इतना सीधा नहीं है।"
"FINALLUMINE39_ZERO","Reploid, मानवता के साथ, अपरिवर्तनीय रूप से बदल गए हैं।"
"FINALLUMINE40_ZERO","उनके अस्तित्व की प्रकृति भी बदल गई है। हमारी नई दुनिया में तुम्हारी ज़रूरत नहीं है!"
"FINALLUMINE41_ZERO","तुम जितना चाहो बकवास कर सकते हो, लेकिन मैं तुम्हें इससे बचने नहीं दूँगा!"
"SECRET2-1_ZERO","स्वागत है Zero, पहली बार तुमसे मिलकर खुशी हुई।"
"SECRET2-2_ZERO","हूँ? अच्छा, धन्यवाद। तुम बाकी Maverick जैसे नहीं दिखते।"
"SECRET2-3_ZERO","मुझे कुछ... शांतिपूर्ण महसूस हो रहा है तुम्हारी उपस्थिति में, तुम कौन हो?"
"SECRET2-4_ZERO","कितनी सूक्ष्म दृष्टि है कि तुमने इतनी जल्दी यह देख लिया।"
"SECRET2-5_ZERO","मैं Serenade हूँ।"
"SECRET2-6_ZERO","तुमने कहा कि मैं उनसे अलग हूँ जिनका तुमने पहले सामना किया?"
"SECRET2-7_ZERO","वह मेरी अपार शक्ति के कारण है।"
"SECRET2-8_ZERO","अपार?"
"SECRET2-9_ZERO","सही है। मेरी ताकत आक्रामकता के बारे में नहीं है। जब से मैंने UnderKing की उपाधि खोई, तब से प्रशिक्षण कर रहा हूँ।"
"SECRET2-10_ZERO","अब जो तुमने मेरी उपस्थिति का ज़िक्र किया, मुझे लगता है कि तुम किसी तरह... परिचित हो।"
"SECRET2-11_ZERO","हम्म?"
"SECRET2-12_ZERO","क्या यह हो सकता है कि.... तुम वही हो जो हमें विनाश लाने के लिए नियत है?"
"SECRET2-13_ZERO","क्या? तुम मेरे बारे में क्या जानते हो? अभी बताओ!"
"SECRET2-14_ZERO","मुझसे लड़कर क्यों नहीं पता लगा लेते?"
"SECRET2-15_ZERO","बीस वर्षों से, मैंने शक्ति एकत्र की और अपनी क्षमताओं को निखारा। मैंने उन्हें परखने के लिए तुम्हें चुना है।"
"SECRET2-16_ZERO","Serenade, है ना?"
"SECRET2-17_ZERO","बहुत अच्छा, तो मैं तुम्हारी द्वंद्वयुद्ध स्वीकार करता हूँ। चलो शुरू करते हैं!"
"SECRET2-18_ZERO","तो ठीक है, आओ Zero! मुझे अपनी ताकत भी दिखाओ!"
"SECRET2-19_ZERO","मैं सच में मानता था कि मेरी शक्ति तुम्हें हराने के लिए काफ़ी है। लगता है मैं गलत था।"
"SECRET2-20_ZERO","अब जब मैंने तुम्हारी लड़ाई का तरीका बेहतर देखा, तुम ""उसके"" जैसे नहीं लगते।"
"SECRET2-21_ZERO","तुम्हारी समानताएँ मज़बूत हैं, लेकिन लगता है तुम जानते हो कि तुम किसके लिए लड़ रहे हो।"
"SECRET2-22_ZERO","क्या तुम कह रहे हो कि मेरा कोई विपरीत प्रतिरूप है?"
"SECRET2-23_ZERO","हाँ, लेकिन मुझे डर है कि वह ""एक और योद्धा"" द्वारा हरा दिया जाएगा, मेरी तरह।"
"SECRET2-24_ZERO","तुमने सुंदरता से लड़ा, Zero। तुम सच में इस दुनिया के सबसे शक्तिशाली प्रतिद्वंद्वी थे।"
"SECRET2-25_ZERO","काश मेरे पास इनाम के रूप में कुछ और देने को होता... लेकिन मैं बस अपनी कृतज्ञता दे सकता हूँ।"
"SECRET2-26_ZERO","हेह, चिंता की कोई बात नहीं। बस यह तथ्य कि तुम Maverick नहीं थे, मुझे पुरस्कृत महसूस कराता है।"
"SECRET2-27_ZERO","शायद हम किसी और जगह फिर मिलेंगे... तब तक, विदा, Zero।"
"SECRET2-28_ZERO","और याद रखो, सोचो कि तुम सच में किसके लिए लड़ रहे हो।"
"SECRET2-29_ZERO","..."
"SECRET3-1_ZERO","तु... तुम!"
"SECRET3-2_ZERO","अच्छा, तो तुम हो, तुम Axl के साथ हमारे खिलाफ़ लड़ रहे थे, है ना?"
"SECRET3-3_ZERO","हिलो मत! यह क्षेत्र S Class Hunter तक सीमित है, वह डेटा अभी मुझे दो!"
"SECRET3-4_ZERO","क्या तुम अभी भी नहीं समझे? इससे, हम Hunter से ज़्यादा प्रभावी ढंग से Maverick का शिकार कर सकते हैं।"
"SECRET3-5_ZERO","आखिरकार, तुम इतने लंबे समय से लड़ रहे हो। हम तुम्हारी बहुत मदद कर सकते हैं, लेकिन एक कीमत पर ज़ाहिर है।"
"SECRET3-6_ZERO","क्या तुम सोचते हो कि Maverick का सामना करना बस एक खेल है? तुम जैसे इनामी शिकारी को ऐसा क्यों लगता है?"
"SECRET3-7_ZERO","हम्फ, तुम सच में S-Class Hunter हो, है ना?"
"SECRET3-8_ZERO","मुझसे क्यों नहीं लड़ लेते? देखना चाहता हूँ कि तुम अभी भी पहले जितने निर्दयी हो या नहीं।"
"SECRET3-9_ZERO","शुरू करें?"
"SECRET3-10_ZERO","त्च, बुरा नहीं.... एक बूढ़े के लिए..."
"SECRET3-11_ZERO","अगर तुमने एक बार और हमारे रास्ते में आने की हिम्मत की, तो मैं तुम्हें फिर से टुकड़ों में काटने में नहीं हिचकिचाऊँगा।"
"SECRET3-12_ZERO","और Axl को निराशा होगी अगर उसे पता चले कि उसके गुरु ने अपनी गलतियों से कुछ नहीं सीखा।"
"SECRET3-13_ZERO","हा हा हा... शायद तुम सही थे।"
"SECRET3-14_ZERO","अगली बार जब मिलेंगे, तो इतना आसान नहीं होगा। विदा Zero.... और कृपया, मेरे लड़के का ख़्याल रखना।"
"SECRET3-15_ZERO","..."
"FINAL-6","समझ गए!"
"VILE4-6_AXL","शायद मैं आखिरी संभव पल तक इंतज़ार करूँ और इसमें थोड़ा मज़ा लूँ।"
"SUNFLOWER_ZERO_WEAPON","Tenshouha\n(Heaven Shine Wave)"
"ANTONION_ZERO_WEAPON","Juuhazan\n(Heavy Slash Wave)"
"MANTIS_ZERO_WEAPON","Rasetsusen\n(Swirling Temple Whirl)"
"MANOWAR_ZERO_WEAPON","Raikousen\n(Lightning Flash)"
"PANDA_ZERO_WEAPON","Youdantotsu\n(Leaf Severing Thrust)"
"TRILOBYTE_ZERO_WEAPON","Rekkyoudan\n(Violent Mirror Sever)"
"YETI_ZERO_WEAPON","Hyouryushou\n(Ice Dragon Rise)"
"ROOSTER_ZERO_WEAPON","Enkoujin\n(Blaze Drop Blade)"
"ZERONORMAL_NAME","सामान्य शरीर"
"ZERONORMAL_DISC","बिना विशेष क्षमताओं के।"
"ZEROBLACK_NAME","???"
"ZEROBLACK_DISC","समग्र बफ़।"
"NEXT_CHARACTER_NAME","अगला किरदार"
"NEXT_CHARACTER_DISC","अगले किरदार पर जाएँ"
"PREV_CHARACTER_NAME","पिछला किरदार"
"PREV_CHARACTER_DISC","पिछले किरदार पर जाएँ"
"ZEROBODY_NAME","डिफ़ॉल्ट बॉडी"
"ZEROBODY_DESC","15% नुकसान में कमी"
"X_LEFT_TITLE_1","सिर:"
"X_LEFT_DESC_1","X Buster के लिए DNA कॉपी सिस्टम"
"X_LEFT_TITLE_2","भुजाएँ:"
"X_LEFT_DESC_2","X-Buster MK17, चार्ज करने योग्य सौर ऊर्जा दागता है।"
"X_LEFT_TITLE_3","शरीर:"
"X_LEFT_DESC_3","Titanium X Alloy, अत्यधिक नुकसान-प्रतिरोधी।"
"X_LEFT_TITLE_4","पैर:"
"X_LEFT_DESC_4","हवाई यात्रा के लिए Air Dash सिस्टम।"
"X_RIGHT_DESC","Dr. Thomas Light की सर्वश्रेष्ठ कृति। सभी Reploid के मूल।\n\nएक सर्वगुण संपन्न Hunter जो लंबी दूरी से हमला कर सकता है।\n\n\nनए खिलाड़ियों के लिए अच्छा विकल्प।"
"ZERO_LEFT_TITLE_1","सिर:"
"ZERO_LEFT_DESC_1","युद्ध से नई तकनीकें सीखता है।"
"ZERO_LEFT_TITLE_2","Z-Saber:"
"ZERO_LEFT_DESC_2","बहु-प्रहार कॉम्बो के लिए एक बीम सेबर।"
"ZERO_LEFT_TITLE_3","शरीर:"
"ZERO_LEFT_DESC_3","गतिशीलता बढ़ाता है और शक्तिशाली चालों के लिए ऊर्जा बढ़ाता है।"
"ZERO_LEFT_TITLE_4","Air Waltz:"
"ZERO_LEFT_DESC_4","थ्रस्टर से हवा में दूसरी छलांग।"
"ZERO_RIGHT_DESC","X की अनुपस्थिति में Hunter का नेतृत्व करता है। Sigma Virus से संबंध है।\n\nयह शक्तिशाली Hunter एक कुशल निकट-युद्ध सेनानी है।\n\nअनुभवी खिलाड़ियों के लिए अच्छा विकल्प।"
"AXL_LEFT_TITLE_1","Copy Chip:"
"AXL_LEFT_DESC_1","Axl को दुश्मनों की क्षमताएँ कॉपी करने देता है।"
"AXL_LEFT_TITLE_2","Axl Bullet:"
"AXL_LEFT_DESC_2","तेज़ शक्तिशाली गोलियाँ दागता है।"
"AXL_LEFT_TITLE_3","हल्का फ्रेम:"
"AXL_LEFT_DESC_3","गतिशीलता बढ़ाता है और चकमा देने की क्षमता देता है।"
"AXL_LEFT_TITLE_4","होवर:"
"AXL_LEFT_DESC_4","हवा में तैरने की अनुमति। (हमला करते हुए तैरने के लिए Shot + Jump बटन दबाए रखें)"
"AXL_RIGHT_DESC","कॉपी चिप से लैस एक New Generation Reploid प्रोटोटाइप, उसकी उत्पत्ति अभी भी अज्ञात है।\n\nएक फुर्तीला Hunter जो दुश्मन के हमलों से बच सकता है।\n\nअनुकूलनशील खिलाड़ियों के लिए अच्छा विकल्प।"
"GAME_START_X","X से शुरू करें"
"GAME_START_AXL","AXL से शुरू करें"
"GAME_START_ZERO","ZERO से शुरू करें"
"SUBTANK_NAME","Subtank"
"SUBTANK_DISC","आपातकाल के लिए रिज़र्व टैंक"
"HEARTS_NAME","Life Up"
"HEARTS_DISC","आपकी जीवन ऊर्जा बढ़ाता है"
"BLACKZEROHEAD_NAME","Black Head Part"
"BLACKZEROHEAD_DISC","हमले से नुकसान ठीक होता है"
"BLACKZEROBODY_NAME","Black Body Part"
"BLACKZEROBODY_DISC","कोई नॉकबैक नहीं, 15% नुकसान में कमी"
"BLACKZEROARM_NAME","Black Arm Part"
"BLACKZEROARM_DISC","20% ज़्यादा नुकसान, क्षमताएँ बढ़ाता है"
"BLACKZEROLEG_NAME","Black Foot Part"
"BLACKZEROLEG_DISC","गति बफ़, हवा में अतिरिक्त कूद"
"AXLWHITEHEAD_NAME","White Head Part"
"AXLWHITEHEAD_DISC","गोलियों से नुकसान ठीक होता है"
"AXLWHITEBODY_NAME","White Body Part"
"AXLWHITEBODY_DISC","कोई नॉकबैक नहीं, 30% नुकसान में कमी"
"AXLWHITEARM_NAME","White Arm Part"
"AXLWHITEARM_DISC","गोला-बारूद की लागत 50% कम"
"AXLWHITELEG_NAME","White Foot Part"
"AXLWHITELEG_DISC","असीमित होवर, गति बढ़ी, ऊर्ध्वाधर डैश"
"ULTIMATE_SET_NAME","Nova Strike"
"ULTIMATE_SET_DISC","भेदन शक्ति के साथ आगे डैश"
"ICARUS_SET_NAME","Giga Crash"
"ICARUS_SET_DISC","स्क्रीन पर सभी दुश्मनों को मारता है।"
"HERMES_SET_NAME","X Drive"
"HERMES_SET_DISC","थोड़े समय के लिए अजेय।"
"CANCEL_ACT","रद्द करें"
"BETAZERO_NAME","Zero (Beta)"
"BETAZERO_DISC","Beta Zero के रूप में खेलें (गेम क्रैश हो सकता है)"
"CUSTOMZERO_NAME","Custom Zero"
"CUSTOMZERO_DISC","अपने सेव फ़ोल्डर में रंग अनुकूलित करें, Black Zero से ज़्यादा शक्तिशाली"
"ZEROHEAD_NAME","Head Part"
"ZEROHEAD_DESC","नई तकनीकें सीखने में सक्षम"
"ZEROARMS_NAME","Arm Part"
"ZEROARMS_DISC","Z-Saber और अन्य हथियार"
"ZEROLEGS_NAME","Leg Part"
"ZEROLEGS_DISC","दोहरी कूद और Air Dash की अनुमति"
"AXLHEAD_NAME","Head Part"
"AXLHEAD_DISC","अन्य Reploid में बदल सकता है।"
"AXLBODY_NAME","Body Part"
"AXLBODY_DISC","Tactical Roll चाल की अनुमति"
"AXLARMS_NAME","Arm Part"
"AXLARMS_DISC","ऊर्जा गोलियों वाली पिस्तौल"
"AXLLEGS_NAME","Leg Part"
"AXLLEGS_DISC","होवर और Air Dash की अनुमति"
"JOKE_MODE_OPTION","मज़ाक मोड"
"SAVE_GAME","गेम सेव करें"
"SAVE_OPTION","सेव करें"
"CONTINUE_OPTION","जारी रखें"
"SAVE_RETURN_MENU","मेनू पर वापस"
"SAVE_RETURN_CONFIRM","मेनू पर वापस?"
"SAVE_EMPTY","खाली"
"SAVE_DIFFICULTY","कठिनाई"
"SAVE_OVERWRITE_CONFIRM","अधिलेखित करें?"
